Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2020-02-06,78.09561993929752,78.73719513687406,77.53635935306664,78.73477172851562,105425600,0.0,0.0,AAPL
2020-02-07,78.23243405494627,78.48239314790939,77.17192792843306,77.66456604003906,117684000,0.1925,0.0,AAPL
2020-02-10,76.24491126763228,78.03345489501953,76.1648304301874,78.03345489501953,109348800,0.0,0.0,AAPL
2020-02-11,78.53093164624849,78.60373238920275,77.34422769426291,77.56263732910156,94323200,0.0,0.0,AAPL
2020-02-12,78.0140331926388,79.40943770675925,78.0140331926388,79.40458679199219,113730400,0.0,0.0,AAPL
2020-02-13,78.67411425559266,79.16675238353734,78.47026476188894,78.8391342163086,94747600,0.0,0.0,AAPL
2020-02-14,78.80758309855572,79.10851012138082,78.34892359887368,78.85855102539062,80113600,0.0,0.0,AAPL
2020-02-18,76.5312490357775,77.5966134445047,76.34923977828454,77.41460418701172,152531200,0.0,0.0,AAPL
2020-02-19,77.65728500864738,78.76632988761132,77.65728500864738,78.53578186035156,93984000,0.0,0.0,AAPL
2020-02-20,78.29552586031969,78.78573476731503,77.222881436687,77.7300796508789,100566000,0.0,0.0,AAPL
2020-02-21,77.32239667498202,77.76650347779221,75.3518440007245,75.97067260742188,129554000,0.0,0.0,AAPL
2020-02-24,72.13879229080158,73.81812753069896,70.19007939634994,72.36205291748047,222195200,0.0,0.0,AAPL
2020-02-25,73.034234061443,73.41766354957142,69.43773019101052,69.91094970703125,230673600,0.0,0.0,AAPL
2020-02-26,69.53481005262495,72.28921804434103,69.52752997923261,71.02000427246094,198054800,0.0,0.0,AAPL
2020-02-27,68.21707461192374,69.40620033933959,66.24166381662789,66.3775634765625,320605600,0.0,0.0,AAPL
2020-02-28,62.431610947009084,67.56427105877654,62.21562305087625,66.33873748779297,426510000,0.0,0.0,AAPL
2020-03-02,68.50343887480543,73.15317015362184,67.39682304876307,72.51492309570312,341397200,0.0,0.0,AAPL
2020-03-03,73.69434436871329,73.77442519005979,69.3576638774749,70.21189880371094,319475600,0.0,0.0,AAPL
2020-03-04,71.93976087414214,73.62880458228122,71.13649400429283,73.46863555908203,219178400,0.0,0.0,AAPL
2020-03-05,71.71649259248731,72.69448862777347,70.71908549659396,71.08553314208984,187572800,0.0,0.0,AAPL
2020-03-06,68.43549184953756,70.57592284013839,68.24863164787311,70.14152526855469,226176800,0.0,0.0,AAPL
2020-03-09,64.00659319733327,67.48660954634035,63.82458392757783,64.59387969970703,286744800,0.0,0.0,AAPL
2020-03-10,67.25606913589775,69.5129811258908,65.37044835521063,69.24603271484375,285290000,0.0,0.0,AAPL
2020-03-11,67.31672823268998,68.24618550081415,65.97470631539656,66.84107208251953,255598800,0.0,0.0,AAPL
2020-03-12,62.11126440817364,65.52333058622261,60.18439253845632,60.24020767211914,418474000,0.0,0.0,AAPL
2020-03-13,64.28325061879912,67.93071607578169,61.38565875889742,67.45748901367188,370732000,0.0,0.0,AAPL
2020-03-16,58.71619794935518,62.873287737827965,58.242974521961955,58.779296875,322423600,0.0,0.0,AAPL
2020-03-17,60.06548484229005,62.5165408014644,57.854678750743666,61.36381912231445,324056000,0.0,0.0,AAPL
2020-03-18,58.18714954728448,60.66975488014331,57.54404792376218,59.86163330078125,300233600,0.0,0.0,AAPL
2020-03-19,60.036365596883776,61.35896558109421,58.87636011980493,59.40297317504883,271857200,0.0,0.0,AAPL
2020-03-20,59.985390906068666,61.113850430144076,55.33080966032288,55.63173294067383,401693200,0.0,0.0,AAPL
2020-03-23,55.350234801464175,55.45215955190559,51.595989830091725,54.449893951416016,336752800,0.0,0.0,AAPL
2020-03-24,57.359613328429845,60.10916707001685,56.85969513959366,59.91259765625,287531200,0.0,0.0,AAPL
2020-03-25,60.8517718897151,62.671864767772384,59.286492755183524,59.58256149291992,303602000,0.0,0.0,AAPL
2020-03-26,59.82522716790813,62.77620094683011,59.78639763980699,62.717960357666016,252087200,0.0,0.0,AAPL
2020-03-27,61.33712804392787,62.09428547221415,59.95385824110164,60.121307373046875,204216800,0.0,0.0,AAPL
2020-03-30,60.849334516621546,62.0093398541759,60.52414183848412,61.8370361328125,167976400,0.0,0.0,AAPL
2020-03-31,62.02874706876811,63.70080134402434,61.155101283522875,61.71083450317383,197002000,0.0,0.0,AAPL
2020-04-01,59.82037714150967,60.35912485054445,58.03183398758983,58.463802337646484,176218400,0.0,0.0,AAPL
2020-04-02,58.32546967140694,59.49275506292741,57.49065332322106,59.43936538696289,165934000,0.0,0.0,AAPL
2020-04-03,58.92246006471552,59.626227661114996,57.992999079947744,58.58513641357422,129880000,0.0,0.0,AAPL
2020-04-06,60.88817032671101,63.85127936413574,60.51930084799207,63.69596862792969,201820400,0.0,0.0,AAPL
2020-04-07,65.71747694762487,65.93589399470639,62.853867417629125,62.95821762084961,202887200,0.0,0.0,AAPL
2020-04-08,63.76149282104844,64.88509803559353,63.395052482452144,64.56961822509766,168895200,0.0,0.0,AAPL
2020-04-09,65.20785277807086,65.54032183594127,64.23713674062121,65.0355453491211,161834800,0.0,0.0,AAPL
2020-04-13,65.11320728466447,66.42125075775364,64.51136064871955,66.31204223632812,131022800,0.0,0.0,AAPL
2020-04-14,67.9501340306998,69.95223619410436,67.47690692059525,69.66101837158203,194994800,0.0,0.0,AAPL
2020-04-15,68.5325465687292,69.48627323972364,68.10300741459568,69.02518463134766,131154400,0.0,0.0,AAPL
2020-04-16,69.74111095168836,69.94010956261418,68.52043554980419,69.57366180419922,157125200,0.0,0.0,AAPL
2020-04-17,69.08828263215949,69.636739522461,67.18810198275611,68.6296157836914,215250000,0.0,0.0,AAPL
2020-04-20,67.45263835997193,68.35782638874939,67.18568994969831,67.2051010131836,130015200,0.0,0.0,AAPL
2020-04-21,67.04735361351801,67.28275253901889,64.41428499057956,65.12776184082031,180991600,0.0,0.0,AAPL
2020-04-22,66.39939402555568,67.44048895263322,66.05722317141493,67.00366973876953,116862400,0.0,0.0,AAPL
2020-04-23,66.94784510905522,68.3747986128888,66.7051661432597,66.7439956665039,124814400,0.0,0.0,AAPL
2020-04-24,67.27062788736906,68.68059241326806,67.22208912055947,68.67088317871094,126161200,0.0,0.0,AAPL
2020-04-27,68.38693731564892,69.05188279302438,67.93798710304658,68.71941375732422,117087600,0.0,0.0,AAPL
2020-04-28,69.18294368703222,69.36495298340253,67.51331796268283,67.60552978515625,112004800,0.0,0.0,AAPL
2020-04-29,69.0980050622793,70.29684010085327,68.89415555935265,69.82604217529297,137280800,0.0,0.0,AAPL
2020-04-30,70.36720857906009,71.47625350962926,69.97649890054853,71.2990951538086,183064000,0.0,0.0,AAPL
2020-05-01,69.46685809785768,72.56101509610286,69.36978798695081,70.15121459960938,240616800,0.0,0.0,AAPL
2020-05-04,70.17548910786692,71.27239551263796,69.48385248239573,71.1437759399414,133568000,0.0,0.0,AAPL
2020-05-05,71.60487317175793,73.04638718577591,71.45926427424553,72.2115707397461,147751200,0.0,0.0,AAPL
2020-05-06,72.9153300566067,73.58997737842726,72.52947133643356,72.95658874511719,142333600,0.0,0.0,AAPL
2020-05-07,73.58513616899319,74.05836324243135,73.28178737986006,73.7113265991211,115215200,0.0,0.0,AAPL
2020-05-08,74.37319856682336,75.51930873875061,74.04469357012428,75.46577453613281,133838400,0.205,0.0,AAPL
2020-05-11,74.97182191133705,77.14967462162217,74.76254909308051,76.65327453613281,145946400,0.0,0.0,AAPL
2020-05-12,77.3394415419015,77.79205015234078,75.65556136582723,75.77722930908203,162301200,0.0,0.0,AAPL
2020-05-13,75.95731647939719,76.88199755928032,73.78189245874619,74.8623046875,200622400,0.0,0.0,AAPL
2020-05-14,74.09822517948626,75.38303857132479,73.373081446864,75.32220458984375,158929200,0.0,0.0,AAPL
2020-05-15,73.085943325568,74.92312650763014,73.05187273308422,74.87689208984375,166348400,0.0,0.0,AAPL
2020-05-18,76.20550920779705,77.01581451007397,75.51200038814163,76.64107513427734,135178400,0.0,0.0,AAPL
2020-05-19,76.65812803670754,77.50736817025115,76.16659206539425,76.19822692871094,101729600,0.0,0.0,AAPL
2020-05-20,77.05961894056877,77.75069207639052,77.02068430144911,77.68013000488281,111504800,0.0,0.0,AAPL
2020-05-21,77.54143540411926,78.08407725078851,76.86252601832638,77.10099792480469,102688800,0.0,0.0,AAPL
2020-05-22,76.83819763463005,77.68014544919457,76.73600068439247,77.597412109375,81803200,0.0,0.0,AAPL
2020-05-26,78.71916640033362,78.89923259629772,77.01581504082098,77.07178497314453,125522000,0.0,0.0,AAPL
2020-05-27,76.92821293344798,77.55358053594881,76.18603400268027,77.40757751464844,112945200,0.0,0.0,AAPL
2020-05-28,77.0815105842542,78.70456430922319,76.80411151901345,77.441650390625,133560800,0.0,0.0,AAPL
2020-05-29,77.68500333141107,78.14734015890691,77.00852967618476,77.3662338256836,153532400,0.0,0.0,AAPL
2020-06-01,77.31999390359594,78.43934069786921,77.18859041846218,78.31767272949219,80791200,0.0,0.0,AAPL
2020-06-02,78.05000523231972,78.70457952577789,77.6071320252172,78.68024444580078,87642800,0.0,0.0,AAPL
2020-06-03,79.00144797787304,79.37618740858451,78.42717129207927,79.1133804321289,104491200,0.0,0.0,AAPL
2020-06-04,78.93575218035002,79.23505064541881,78.05730554159499,78.43204498291016,87560400,0.0,0.0,AAPL
2020-06-05,78.68269896316433,80.72671992674492,78.65349983063149,80.66588592529297,137250400,0.0,0.0,AAPL
2020-06-08,80.36168554392373,81.17686234047467,79.6487130986334,81.14279174804688,95654400,0.0,0.0,AAPL
2020-06-09,80.82159908143493,84.09932691847067,80.78996422247816,83.70512390136719,147712400,0.0,0.0,AAPL
2020-06-10,84.65657762001017,86.32829444981938,84.21614013366542,85.85865783691406,166651600,0.0,0.0,AAPL
2020-06-11,84.99969350194307,85.42553148158305,81.63436005029637,81.73655700683594,201662400,0.0,0.0,AAPL
2020-06-12,83.88276702365586,84.63223846471662,81.32773960827684,82.44221496582031,200146000,0.0,0.0,AAPL
2020-06-15,81.0917097169114,84.11637395651466,80.9286713541559,83.46179962158203,138808800,0.0,0.0,AAPL
2020-06-16,85.52286943873968,85.94627913317997,83.8827871566956,85.67373657226562,165428800,0.0,0.0,AAPL
2020-06-17,86.42075685110076,86.48159083556952,85.43281353741015,85.55448150634766,114406400,0.0,0.0,AAPL
2020-06-18,85.51070034279051,86.00710783706685,84.9777939355582,85.58856964111328,96820400,0.0,0.0,AAPL
2020-06-19,86.2966575684398,86.76385839432308,83.98739454869698,85.09944152832031,264476000,0.0,0.0,AAPL
2020-06-22,85.4936540555532,87.46954083393744,85.4474196297417,87.32597351074219,135445200,0.0,0.0,AAPL
2020-06-23,88.5742789095001,90.61343520003089,88.15330507538052,89.1899185180664,212155600,0.0,0.0,AAPL
2020-06-24,88.81762744432615,89.73987283324034,87.24080771386359,87.61554718017578,192623200,0.0,0.0,AAPL
2020-06-25,87.77127201576967,88.81761353356403,87.00962937456471,88.77867889404297,137522400,0.0,0.0,AAPL
2020-06-26,88.67404914924855,88.89548574168278,85.90244927933195,86.05088806152344,205256800,0.0,0.0,AAPL
2020-06-29,85.95841768027097,88.12897745361794,85.47904559885598,88.03407287597656,130646000,0.0,0.0,AAPL
2020-06-30,87.6203903758588,89.05607817208544,87.60092677069302,88.76893615722656,140223200,0.0,0.0,AAPL
2020-07-01,88.84682302233178,89.39189318717276,88.55238859500506,88.6010513305664,110737200,0.0,0.0,AAPL
2020-07-02,89.51113285524976,90.14867187148857,88.48669056028642,88.6010513305664,114041600,0.0,0.0,AAPL
2020-07-06,90.03429319420877,91.44077455841791,90.00265833546331,90.97113800048828,118655600,0.0,0.0,AAPL
2020-07-07,91.3507780940527,92.13188465550859,90.57697131631039,90.68890380859375,112424400,0.0,0.0,AAPL
2020-07-08,91.66952230167387,92.83266788269125,91.58191749535032,92.80103302001953,117092000,0.0,0.0,AAPL
2020-07-09,93.69649607659868,93.75003027778281,92.14888313949528,93.2000961303711,125642800,0.0,0.0,AAPL
2020-07-10,92.79373863774762,93.42154960385396,92.18053466189855,93.36314392089844,90257200,0.0,0.0,AAPL
2020-07-13,94.67228464918172,97.29058186234049,92.71829725665447,92.93243408203125,191649200,0.0,0.0,AAPL
2020-07-14,92.31193292486347,94.66255936029044,91.37509535164902,94.47032928466797,170989200,0.0,0.0,AAPL
2020-07-15,96.35131273104463,96.60194849384463,93.91795292676309,95.12003326416016,153198000,0.0,0.0,AAPL
2020-07-16,93.98849671008664,94.80853755147119,93.34852206859607,93.9495620727539,110577600,0.0,0.0,AAPL
2020-07-17,94.40219140138757,94.55792255878987,93.28527277756179,93.75978088378906,92186800,0.0,0.0,AAPL
2020-07-20,93.84736742164009,95.87435236536639,93.50182714820313,95.73564910888672,90318000,0.0,0.0,AAPL
2020-07-21,96.52895030233236,96.60438386189568,94.16372428454169,94.41436004638672,103433200,0.0,0.0,AAPL
2020-07-22,94.11505468915274,95.36336945972936,94.0274573004929,94.67959594726562,89001600,0.0,0.0,AAPL
2020-07-23,94.41191626887031,94.48978555792418,89.55736834691913,90.37010955810547,197004400,0.0,0.0,AAPL
2020-07-24,88.56212064394785,90.4917729162458,86.76872848149942,90.14623260498047,185438800,0.0,0.0,AAPL
2020-07-27,91.212045787962,92.37519132147816,90.98818087454525,92.28272247314453,121214000,0.0,0.0,AAPL
2020-07-28,91.852015075252,92.02965297999799,90.76186742027873,90.76673889160156,103625600,0.0,0.0,AAPL
2020-07-29,91.25099250763601,92.69154477680748,91.21449359583792,92.50660705566406,90329200,0.0,0.0,AAPL
2020-07-30,91.67680769413195,93.73056344929799,91.2680051315171,93.62593078613281,158130000,0.0,0.0,AAPL
2020-07-31,100.14249260806086,103.57839550277167,98.13739905674298,103.42752838134766,374336800,0.0,0.0,AAPL
2020-08-03,105.31579399255398,108.66166323525441,105.01649553295304,106.03363800048828,308151200,0.0,0.0,AAPL
2020-08-04,106.22344584387962,107.83676443958547,105.49830201297321,106.74175262451172,173071600,0.0,0.0,AAPL
2020-08-05,106.4619011739729,107.44984441915975,105.99469293819868,107.1286392211914,121776800,0.0,0.0,AAPL
2020-08-06,107.46201970975673,111.36269464253704,106.87071514088169,110.86628723144531,202428800,0.0,0.0,AAPL
2020-08-07,110.38605796245164,110.84435557432207,107.54608428478957,108.34566497802734,198045600,0.205,0.0,AAPL
2020-08-10,109.79612844927841,110.94187256781626,107.26087294038835,109.92045593261719,212403600,0.0,0.0,AAPL
2020-08-11,109.18181072713648,109.68154587218592,106.3905875156011,106.65142822265625,187902400,0.0,0.0,AAPL
2020-08-12,107.74596761374468,110.45430815645663,107.55095084699191,110.19590759277344,165598000,0.0,0.0,AAPL
2020-08-13,111.58055146808589,113.15290119524892,111.09056196029391,112.14611053466797,210082000,0.0,0.0,AAPL
2020-08-14,111.97058828094455,112.13635327859295,110.23003348739779,112.04615783691406,165565200,0.0,0.0,AAPL
2020-08-17,113.17239437524739,113.19677333095444,111.12468856587184,111.75362396240234,119561600,0.0,0.0,AAPL
2020-08-18,111.50498397074077,113.11145831572809,111.1685737018232,112.68485260009766,105633600,0.0,0.0,AAPL
2020-08-19,113.09440184356299,114.2450187969475,112.73117989850726,112.82624816894531,145538000,0.0,0.0,AAPL
2020-08-20,112.86768515883944,115.44438550181255,112.85061914452253,115.3298110961914,126907200,0.0,0.0,AAPL
2020-08-21,116.29270335052242,121.75813472539492,116.28051759278713,121.27302551269531,338054800,0.0,0.0,AAPL
2020-08-24,125.4927725055599,125.57810257788931,120.85130757212758,122.72349548339844,345937600,0.0,0.0,AAPL
2020-08-25,121.59238528346616,122.0628686712799,119.98834358364527,121.71670532226562,211495600,0.0,0.0,AAPL
2020-08-26,123.03796284565955,123.83023059467142,121.96778837684518,123.37193298339844,163022400,0.0,0.0,AAPL
2020-08-27,123.97649247764066,124.31046260347257,120.74891061178384,121.8970947265625,155552400,0.0,0.0,AAPL
2020-08-28,122.87464209761984,123.29393490492009,121.47537761438699,121.69965362548828,187630000,0.0,0.0,AAPL
2020-08-31,124.4031081470526,127.73794429666664,122.86245023954196,125.82674407958984,225702700,0.0,4.0,AAPL
2020-09-01,129.45413685126726,131.44334712754875,127.2796702646803,130.83877563476562,151948100,0.0,0.0,AAPL
2020-09-02,134.16382339626398,134.54411128513743,123.83753197784804,128.12796020507812,200119000,0.0,0.0,AAPL
2020-09-03,123.74978578666541,125.6317192300971,117.49939923565937,117.86993408203125,257599600,0.0,0.0,AAPL
2020-09-04,117.08011491662583,120.61972095191703,108.12870745933931,117.94795227050781,332607200,0.0,0.0,AAPL
2020-09-08,111.11250964380896,116.02700868136228,109.87413739256252,110.01065063476562,231366600,0.0,0.0,AAPL
2020-09-09,114.34008654092767,116.17326959342994,112.38988895508609,114.39859008789062,176940500,0.0,0.0,AAPL
2020-09-10,117.36287872631232,117.49939194752987,109.69860244063993,110.66394805908203,182274400,0.0,0.0,AAPL
2020-09-11,111.71706305037618,112.36063179376235,107.2608620779855,109.2110595703125,180860300,0.0,0.0,AAPL
2020-09-14,111.86331843991984,113.04318691497308,109.99113081534341,112.48738098144531,140150100,0.0,0.0,AAPL
2020-09-15,115.38343686650313,115.87098624147585,110.78096957645455,112.66291046142578,184642000,0.0,0.0,AAPL
2020-09-16,112.36064192709577,113.11146475601348,109.250074265693,109.33782958984375,154679000,0.0,0.0,AAPL
2020-09-17,106.98782792048597,109.40606847088276,106.00297617469543,107.5923843383789,178011000,0.0,0.0,AAPL
2020-09-18,107.65091477299849,108.11895805599245,103.44823366112779,104.17955780029297,287104900,0.0,0.0,AAPL
2020-09-21,101.93683396216227,107.44614391419555,100.5326892473239,107.33888244628906,195713800,0.0,0.0,AAPL
2020-09-22,109.87412593250646,110.04964400266275,106.4417816531773,109.02578735351562,183055400,0.0,0.0,AAPL
2020-09-23,108.84052779447258,109.31832411053182,104.11129279067556,104.45258331298828,150718700,0.0,0.0,AAPL
2020-09-24,102.55113797500798,107.5046416144481,102.38537296614106,105.52519226074219,167743300,0.0,0.0,AAPL
2020-09-25,105.72995643059598,109.64010445196426,104.98887930687886,109.48408508300781,149981400,0.0,0.0,AAPL
2020-09-28,112.1461089873391,112.44838721832883,109.97163550795793,112.09735107421875,137672400,0.0,0.0,AAPL
2020-09-29,111.69755247153874,112.43862208344467,110.74195252856961,111.2490005493164,99382200,0.0,0.0,AAPL
2020-09-30,110.95649687203007,114.34009100590049,110.79073185621964,112.92619323730469,142675200,0.0,0.0,AAPL
2020-10-01,114.71061497135939,114.78862465587767,112.94568863575778,113.88178253173828,116120400,0.0,0.0,AAPL
2020-10-02,110.07889017847046,112.49713819553232,109.4255758436502,110.20565032958984,144712000,0.0,0.0,AAPL
2020-10-05,111.07350441061017,113.74527295614752,110.72246825841832,113.59900665283203,106243800,0.0,0.0,AAPL
2020-10-06,112.81892262806667,113.22846975785129,109.45483490950848,110.34217834472656,161498200,0.0,0.0,AAPL
2020-10-07,111.76581857721544,112.67266068936267,111.2880148454192,112.21436309814453,96849000,0.0,0.0,AAPL
2020-10-08,113.35522661630749,113.50149291272723,111.73655916424462,112.10710144042969,83477200,0.0,0.0,AAPL
2020-10-09,112.40937004114366,114.08654089243238,112.05833393555243,114.05728912353516,100506900,0.0,0.0,AAPL
2020-10-12,117.0703371317337,122.06284470999873,116.30976140366856,121.3022689819336,240226800,0.0,0.0,AAPL
2020-10-13,122.15063319268191,122.26764773624913,116.67058225869611,118.08447265625,262330500,0.0,0.0,AAPL
2020-10-14,117.98693956467062,119.96638868276364,116.64130607261743,118.17221069335938,150712000,0.0,0.0,AAPL
2020-10-15,115.76372578098064,118.18196653560398,115.20791978630072,117.70417022705078,112559200,0.0,0.0,AAPL
2020-10-16,118.25997681380653,118.52325764594907,115.85148167833091,116.0562515258789,115393800,0.0,0.0,AAPL
2020-10-19,116.97284597845898,117.42139051387834,112.7799257876711,113.09195709228516,120639300,0.0,0.0,AAPL
2020-10-20,113.3064702709398,116.01725100908146,112.75066428839048,114.58385467529297,124423700,0.0,0.0,AAPL
2020-10-21,113.76478411070397,115.75398671105492,113.55026116761503,113.95980834960938,89946000,0.0,0.0,AAPL
2020-10-22,114.52534061393521,115.1006527218332,111.73655770574223,112.86767578125,101988000,0.0,0.0,AAPL
2020-10-23,113.49175890211328,113.64777829500613,111.43429965467703,112.17537689208984,82572600,0.0,0.0,AAPL
2020-10-26,111.1710235471979,113.64777555403136,110.06915706985596,112.18512725830078,111850700,0.0,0.0,AAPL
2020-10-27,112.61414257382006,114.35957007435778,111.68780181918402,113.69650268554688,92276800,0.0,0.0,AAPL
2020-10-28,112.1851208602056,112.55565572913613,108.33347610413212,108.43098449707031,143937800,0.0,0.0,AAPL
2020-10-29,109.57184138543087,114.01828898706523,109.40606895582341,112.44837951660156,146129200,0.0,0.0,AAPL
2020-10-30,108.29446818664717,109.20131035012999,105.03764183054732,106.14925384521484,190272600,0.0,0.0,AAPL
2020-11-02,106.39301507304658,107.92391966714173,104.64758758408,106.06147766113281,122866900,0.0,0.0,AAPL
2020-11-03,106.9293350359113,108.71376013684448,106.0224928792937,107.68991088867188,107624400,0.0,0.0,AAPL
2020-11-04,111.29777308441078,112.71166332605715,109.55234539225575,112.08760070800781,138235500,0.0,0.0,AAPL
2020-11-05,115.01287834654394,116.64129868305965,113.95977749919912,116.06598663330078,126387100,0.0,0.0,AAPL
2020-11-06,115.57273140177695,116.43229602708031,113.43357855709559,115.93414306640625,114457900,0.205,0.0,AAPL
2020-11-09,117.70210831549566,119.15750989185466,113.35543592706722,113.6191635131836,154515300,0.0,0.0,AAPL
2020-11-10,112.86705932868448,114.8596862189922,111.4800244999921,113.27730560302734,138023400,0.0,0.0,AAPL
2020-11-11,114.46897654176517,116.85231729677409,113.73639073565728,116.71556854248047,112295000,0.0,0.0,AAPL
2020-11-12,116.84255382154495,117.7314207166171,115.81693072113664,116.44207000732422,103162300,0.0,0.0,AAPL
2020-11-13,116.66671900133667,116.89137444647928,115.13317320860197,116.49089813232422,81581900,0.0,0.0,AAPL
2020-11-16,116.15881969263829,118.18075649903906,115.40670144000579,117.50678253173828,91183000,0.0,0.0,AAPL
2020-11-17,116.7741779499669,117.86816796066498,116.19787325311871,116.61788940429688,74271000,0.0,0.0,AAPL
2020-11-18,115.85597865832513,117.03788260728288,115.26014173622087,115.28944396972656,76322100,0.0,0.0,AAPL
2020-11-19,114.85966906826211,116.29553826630797,114.09778111474732,115.88529205322266,74113000,0.0,0.0,AAPL
2020-11-20,115.88530450548863,116.0122833606363,114.566651563308,114.61548614501953,73604300,0.0,0.0,AAPL
2020-11-23,114.45919488464406,114.88898089812312,111.10883584417593,111.20651245117188,127959300,0.0,0.0,AAPL
2020-11-24,111.26514882374211,113.16009926300342,109.9757905000141,112.49588775634766,113874200,0.0,0.0,AAPL
2020-11-25,112.86704104383878,114.03917519557105,112.49585951573405,113.33589172363281,76499200,0.0,0.0,AAPL
2020-11-27,113.86335645369218,114.76199315028312,113.52148460740729,113.88288879394531,46691300,0.0,0.0,AAPL
2020-11-30,114.25408307341652,118.1612073576281,114.09779452496895,116.2857894897461,169410200,0.0,0.0,AAPL
2020-12-01,118.20028020391975,120.60316075885692,117.22349912700635,119.87057495117188,127728200,0.0,0.0,AAPL
2020-12-02,119.1868131981227,120.5054734972761,118.08305336151587,120.22220611572266,89004200,0.0,0.0,AAPL
2020-12-03,120.65199182191449,120.90595698113327,119.37241103320297,120.08546447753906,78967600,0.0,0.0,AAPL
2020-12-04,119.7533479916129,120.00731313587139,118.69842273292154,119.4114761352539,78260400,0.0,0.0,AAPL
2020-12-07,119.47009601504965,121.67762342572043,119.41149153275923,120.87666320800781,86712000,0.0,0.0,AAPL
2020-12-08,121.4822419512506,122.07807889022804,120.23195615237798,121.49200439453125,82225500,0.0,0.0,AAPL
2020-12-09,121.63852480584573,123.02555190124971,118.19048940643084,118.95237731933594,115089200,0.0,0.0,AAPL
2020-12-10,117.70210135840246,120.99385575555011,117.36022952540422,120.37847900390625,81312200,0.0,0.0,AAPL
2020-12-11,119.58730425363264,119.90964378868306,117.75095856237984,119.5677719116211,86939800,0.0,0.0,AAPL
2020-12-14,119.75333736267807,120.48592304081711,118.71795198896058,118.95237731933594,79184500,0.0,0.0,AAPL
2020-12-15,121.4529531337426,124.93029876658031,121.24783000590143,124.91075897216797,157243700,0.0,0.0,AAPL
2020-12-16,124.45167787791586,125.3893793448256,123.62140801881179,124.8423843383789,98208600,0.0,0.0,AAPL
2020-12-17,125.9070612822762,126.571280093327,125.06702905048816,125.71170806884766,94359800,0.0,0.0,AAPL
2020-12-18,125.96570052204723,126.10244928345861,123.19163825002659,123.71910095214844,192541500,0.0,0.0,AAPL
2020-12-21,122.11716580798591,125.33077641507083,120.58361982974765,125.25263214111328,121251600,0.0,0.0,AAPL
2020-12-22,128.5541513025178,131.28914115354644,126.63965393544905,128.81788635253906,168904800,0.0,0.0,AAPL
2020-12-23,129.09140014420157,129.35512032302032,127.743437390027,127.91926574707031,88223700,0.0,0.0,AAPL
2020-12-24,128.27090571957586,130.36121675094694,128.05601267765476,128.9058074951172,54930100,0.0,0.0,AAPL
